id,title,title_doiorg,title_openalex,authors,authors_doiorg,authors_openalex,authors_count_doiorg,authors_count_openalex,venue,year,abstract_doiorg,abstract_openalex,abstract_semantic,tldr,primary_topic,keywords,concepts,reference_count,citation_count,is_open_access,Label
2234,The Kind 2 Model Checker.,The Kind 2 Model Checker,The Kind 2 Model Checker,,"Adrien Champion, Alain Mebsout, Christoph Sticksel, Cesare Tinelli","Adrien Champion, Alain Mebsout, Christoph Sticksel, Cesare Tinelli",4,4,cav,2016,,,,A number of improvements over PKind in terms of invariant generation are discussed and two main features are introduced: contract-based compositional reasoning and certificate generation.,Formal Methods in Verification,"Computer science, Model checking, Lustre (file system), Programming language, Abstract state machines, Extension (predicate logic), Formal verification, Finite-state machine, Theoretical computer science, Operating system","Computer science, Model checking, Lustre (file system), Programming language, Abstract state machines, Extension (predicate logic), Formal verification, Finite-state machine, Theoretical computer science, Operating system, File system",16,0,False,2
2235,Studying Sequences of Jumps in Hybrid Systems to Detect Zeno Phenomenon.,Studying Sequences of Jumps in Hybrid Systems to Detect Zeno Phenomenon,Studying Sequences of Jumps in Hybrid Systems to Detect Zeno Phenomenon,"Alexandre Chapoutot, Julien Alexandre dit Sandretto","Alexandre Chapoutot, Julien Alexandre dit Sandretto","Alexandre Chapoutot, Julien Alexandre Dit Sandretto",2,2,cav,2016,,,,"A numerical analysis of sequences of points of interest associated to the dynamics of hybrid systems made of instants of switching mode or instants when a particular quantity vanishes allows one to discover instant of accumulation points, a.k.a. Zeno phenomenon.",Nonlinear Dynamics and Pattern Formation,"Zeno's paradoxes, Computer science, Phenomenon, Hybrid system, Instant, Quantum Zeno effect, Sequence (biology), Mode (computer interface), Algorithm, Statistical physics, Mathematics, Physics, Quantum, Quantum mechanics, Quantum decoherence, Machine learning","Zeno's paradoxes, Computer science, Phenomenon, Hybrid system, Instant, Quantum Zeno effect, Sequence (biology), Mode (computer interface), Algorithm, Statistical physics, Mathematics, Physics, Quantum, Quantum mechanics, Quantum decoherence, Machine learning, Genetics, Biology, Geometry, Operating system",13,0,False,1
2236,Termination Analysis of Probabilistic Programs Through Positivstellensatz&apos;s.,Termination Analysis of Probabilistic Programs Through Positivstellensatz’s,Termination Analysis of Probabilistic Programs Through Positivstellensatz’s,Marcel Moosbrugger,"Krishnendu Chatterjee, Hongfei Fu, Amir Kafshdar Goharshady","Krishnendu Chatterjee, Hongfei Fu, Amir Kafshdar Goharshady",3,3,cav,2016,,,"We consider nondeterministic probabilistic programs with the most basic liveness property of termination. We present efficient methods for termination analysis of nondeterministic probabilistic programs with polynomial guards and assignments. Our approach is through synthesis of polynomial ranking supermartingales, that on one hand significantly generalizes linear ranking supermartingales and on the other hand is a counterpart of polynomial ranking-functions for proving termination of nonprobabilistic programs. The approach synthesizes polynomial ranking-supermartingales through Positivstellensatz’s, yielding an efficient method which is not only sound, but also semi-complete over a large subclass of programs. We show experimental results to demonstrate that our approach can handle several classical programs with complex polynomial guards and assignments, and can synthesize efficient quadratic ranking-supermartingales when a linear one does not exist even for simple affine programs.","The approach synthesizes polynomial ranking-supermartingales through Positivstellensatz’s, yielding an efficient method which is not only sound, but also semi-complete over a large subclass of programs.",Formal Methods in Verification,"Liveness, Nondeterministic algorithm, Ranking (information retrieval), Computer science, Probabilistic logic, Polynomial, Affine transformation, Time complexity, NP, Theoretical computer science, Discrete mathematics, Algorithm, Algebra over a field, Mathematics, Artificial intelligence, Pure mathematics","Liveness, Nondeterministic algorithm, Ranking (information retrieval), Computer science, Probabilistic logic, Polynomial, Affine transformation, Time complexity, NP, Theoretical computer science, Discrete mathematics, Algorithm, Algebra over a field, Mathematics, Artificial intelligence, Pure mathematics, Computation, Mathematical analysis, Turing machine",67,0,True,1
2238,Structural Synthesis for GXW Specifications.,Structural Synthesis for GXW Specifications,Structural Synthesis for GXW Specifications,"Chih-Hong Cheng, Yassine Hamza, Harald Ruess","Chih-Hong Cheng, Yassine Hamza, Harald Ruess","Chih‐Hong Cheng, Yassine Hamza, Harald Rueß",3,3,cav,2016,,,"We define the \(\textsf {\small {GXW}} \) fragment of linear temporal logic (LTL) as the basis for synthesizing embedded control software for safety-critical applications. Since \(\textsf {\small {GXW}} \) includes the use of a weak-until operator we are able to specify a number of diverse programmable logic control (PLC) problems, which we have compiled from industrial training sets. For \(\textsf {\small {GXW}} \) controller specifications, we develop a novel approach for synthesizing a set of synchronously communicating actor-based controllers. This synthesis algorithm proceeds by means of recursing over the structure of \(\textsf {\small {GXW}} \) specifications, and generates a set of dedicated and synchronously communicating sub-controllers according to the formula structure. In a subsequent step, 2QBF constraint solving identifies and tries to resolve potential conflicts between individual \(\textsf {\small {GXW}} \) specifications. This structural approach to \(\textsf {\small {GXW}} \) synthesis supports traceability between requirements and the generated control code as mandated by certification regimes for safety-critical software. Our experimental results suggest that GXW synthesis scales well to industrial-sized control synthesis problems with 20 input and output ports and beyond.",This work develops a novel approach for synthesizing a set of synchronously communicating actor-based controllers and suggests that GXW synthesis scales well to industrial-sized control synthesis problems with 20 input and output ports and beyond.,Formal Methods in Verification,"Computer science, Programming language, Software engineering","Computer science, Programming language, Software engineering",41,0,True,1
2239,Hitting Families of Schedules for Asynchronous Programs.,Hitting Families of Schedules for Asynchronous Programs,Hitting Families of Schedules for Asynchronous Programs,"Dmitry Chistikov, Rupak Majumdar, Filip Niksic","Dmitry Chistikov, Rupak Majumdar, Filip Niksic","Dmitry Chistikov, Rupak Majumdar, Filip Niksic",3,3,cav,2016,,,"We consider the following basic task in the testing of concurrent systems. The input to the task is a partial order of events, which models actions performed on or by the system and specifies ordering constraints between them. The task is to determine if some scheduling of these events can result in a bug. The number of schedules to be explored can, in general, be exponential.","A basic task in the testing of concurrent systems is to determine if some scheduling of these events can result in a bug, and the number of schedules to be explored can be exponential.",Software Testing and Debugging Techniques,"Computer science, Schedule, Asynchronous communication, Hitting time, Scheduling (production processes), Task (project management), Set (abstract data type), Tree (set theory), Mathematics, Discrete mathematics, Combinatorics, Mathematical optimization, Programming language, Operating system","Computer science, Schedule, Asynchronous communication, Hitting time, Scheduling (production processes), Task (project management), Set (abstract data type), Tree (set theory), Mathematics, Discrete mathematics, Combinatorics, Mathematical optimization, Programming language, Operating system, Computer network, Economics, Management",26,0,False,1
2240,"A Decision Procedure for Sets, Binary Relations and Partial Functions.","A Decision Procedure for Sets, Binary Relations and Partial Functions","A Decision Procedure for Sets, Binary Relations and Partial Functions","Maximiliano Cristiá, Gianfranco Rossi","Maximiliano Cristiá, Gianfranco Rossi","Maximiliano Cristiá, Gianfranco Rossi",2,2,cav,2016,,,,"A decision procedure for sets, binary relations and partial functions is presented, which exploits set unification and set constraint solving as primitive features and a Prolog implementation is presented.","Logic, programming, and type systems","Binary relation, Computer science, Unification, Prolog, Set (abstract data type), Partial function, Binary number, Class (philosophy), Theoretical computer science, Constraint (computer-aided design), Partial evaluation, Algorithm, Programming language, Algebra over a field, Discrete mathematics, Mathematics, Artificial intelligence, Arithmetic, Pure mathematics","Binary relation, Computer science, Unification, Prolog, Set (abstract data type), Partial function, Binary number, Class (philosophy), Theoretical computer science, Constraint (computer-aided design), Partial evaluation, Algorithm, Programming language, Algebra over a field, Discrete mathematics, Mathematics, Artificial intelligence, Arithmetic, Pure mathematics, Geometry",33,0,False,4
2241,Qlose: Program Repair with Quantitative Objectives.,Qlose: Program Repair with Quantitative Objectives,Qlose: Program Repair with Quantitative Objectives,"Loris D’Antoni, Roopsha Samanta, Rishabh Singh","Loris D’Antoni, Roopsha Samanta, Rishabh Singh","Loris D’Antoni, Roopsha Samanta, Rishabh Singh",3,3,cav,2016,,,,"This work proposes a new approach to program repair based on program distances, which can quantify changes not only to the program syntax but also to theprogram semantics, and implements a solution to the quantitative repair problem where the “optimal” repair is derived using multiple distances.",Software Testing and Debugging Techniques,Computer science,Computer science,46,0,True,1
2242,Array Folds Logic.,Array Folds Logic,Array Folds Logic,,"Przemysław Daca, Thomas A. Henzinger, Andrey Kupriyanov","Przemysław Daca, Thomas A. Henzinger, Andrey Kupriyanov",3,3,cav,2016,,,"We present an extension to the quantifier-free theory of integer arrays which allows us to express counting. The properties expressible in Array Folds Logic (AFL) include statements such as “the first array cell contains the array length,” and “the array contains equally many minimal and maximal elements.” These properties cannot be expressed in quantified fragments of the theory of arrays, nor in the theory of concatenation. Using reduction to counter machines, we show that the satisfiability problem of AFL is PSPACE-complete, and with a natural restriction the complexity decreases to NP. We also show that adding either universal quantifiers or concatenation leads to undecidability.","It is shown that the satisfiability problem of AFL is PSPACE-complete, and with a natural restriction the complexity decreases to NP.",Software Testing and Debugging Techniques,"Concatenation (mathematics), Satisfiability, Computer science, Range (aeronautics), Algorithm, Extension (predicate logic), Folding (DSP implementation), Theoretical computer science, Discrete mathematics, Mathematics, Arithmetic, Programming language","Concatenation (mathematics), Satisfiability, Computer science, Range (aeronautics), Algorithm, Extension (predicate logic), Folding (DSP implementation), Theoretical computer science, Discrete mathematics, Mathematics, Arithmetic, Programming language, Engineering, Electrical engineering, Composite material, Materials science",41,0,True,4
2243,Toward a Standard Benchmark Format and Suite for Floating-Point Analysis.,Toward a Standard Benchmark Format and Suite for Floating-Point Analysis,Toward a Standard Benchmark Format and Suite for Floating-Point Analysis,"Nasrine Damouche, Matthieu Martel, Pavel Panchekha, Chen Qiu, Alexander Sanchez-Stern, Zachary Tatlock","Nasrine Damouche, Matthieu Martel, Pavel Panchekha, Chen Qiu, Alexander Sanchez-Stern, Zachary Tatlock","Nasrine Damouche, Matthieu Martel, Pavel Panchekha, Chen Qiu, Alexander Sanchez-Stern, Zachary Tatlock",6,6,cav,2016,,,,"This work introduces FPBench, a standard benchmark format for validation and optimization of numerical accuracy in floating-point computations, and describes the format and measures and shows that FPBench expresses benchmarks from recent papers in the literature by building an initial benchmark suite drawn from these papers.",Numerical Methods and Algorithms,"Benchmark (surveying), Suite, Computer science, Floating point, Point (geometry), Computation, Data mining, Algorithm, Mathematics","Benchmark (surveying), Suite, Computer science, Floating point, Point (geometry), Computation, Data mining, Algorithm, Mathematics, Geometry, History, Geodesy, Archaeology, Geography",27,0,False,3
2244,Infinite-State Liveness-to-Safety via Implicit Abstraction and Well-Founded Relations.,Infinite-State Liveness-to-Safety via Implicit Abstraction and Well-Founded Relations,Infinite-State Liveness-to-Safety via Implicit Abstraction and Well-Founded Relations,"Jakub Daniel, Alessandro Cimatti, Alberto Griggio, Stefano Tonetta, Sergio Mover","Jakub Daniel, Alessandro Cimatti, Alberto Griggio, Stefano Tonetta, Sergio Mover","Jakub Daniel, Alessandro Cimatti, Alberto Griggio, Stefano Tonetta, Sergio Mover",5,5,cav,2016,,,,"This work extends liveness-to-safety, a prominent approach in the finite-state case, by means of implicit abstraction, to effectively prove the absence of abstract fair loops without explicitly constructing the abstract state space.",Formal Methods in Verification,"Liveness, Computer science, Spurious relationship, Abstraction, Model checking, Theoretical computer science, Iterated function, State (computer science), Ranking (information retrieval), Set (abstract data type), Class (philosophy), Abstract interpretation, Function (biology), Algorithm, Programming language, Artificial intelligence, Mathematics","Liveness, Computer science, Spurious relationship, Abstraction, Model checking, Theoretical computer science, Iterated function, State (computer science), Ranking (information retrieval), Set (abstract data type), Class (philosophy), Abstract interpretation, Function (biology), Algorithm, Programming language, Artificial intelligence, Mathematics, Machine learning, Evolutionary biology, Philosophy, Biology, Epistemology, Mathematical analysis",45,0,False,1
2245,Proving Parameterized Systems Safe by Generalizing Clausal Proofs of Small Instances.,Proving Parameterized Systems Safe by Generalizing Clausal Proofs of Small Instances,Proving Parameterized Systems Safe by Generalizing Clausal Proofs of Small Instances,"Michael Dooley, Fabio Somenzi","Michael Dooley, Fabio Somenzi","Michael R. Dooley, Fabio Somenzi",2,2,cav,2016,,,,"An approach to proving safety properties of parameterized reactive systems by generalized to quantified formulae, which are then checked against the whole family of systems.",Formal Methods in Verification,"Mathematical proof, Parameterized complexity, Computer science, Algorithm, Automated theorem proving, Computation, Theoretical computer science, Mathematics, Discrete mathematics","Mathematical proof, Parameterized complexity, Computer science, Algorithm, Automated theorem proving, Computation, Theoretical computer science, Mathematics, Discrete mathematics, Geometry",23,0,True,1
2246,Effectively Propositional Interpolants.,Effectively Propositional Interpolants,Effectively Propositional Interpolants,"Samuel Drews, Aws Albarghouthi","Samuel Drews, Aws Albarghouthi","Samuel Drews, Aws Albarghouthi",2,2,cav,2016,,,,"A novel interpolation algorithm for effectively propositional logic (epr), a decidable fragment of first-order logic that enjoys a small-model property, is presented, demonstrating its ability to compute universally-quantification, existentially-quantified, as well as alternation-free interpolants and inductive invariants, thus improving the state of the art.",Formal Methods in Verification,"Decidability, Computer science, Interpolation (computer graphics), Fragment (logic), Propositional calculus, Heap (data structure), Algorithm, Model checking, Range (aeronautics), Theoretical computer science, Programming language, Artificial intelligence","Decidability, Computer science, Interpolation (computer graphics), Fragment (logic), Propositional calculus, Heap (data structure), Algorithm, Model checking, Range (aeronautics), Theoretical computer science, Programming language, Artificial intelligence, Composite material, Materials science, Motion (physics)",30,0,True,1
2248,Slugs: Extensible GR(1) Synthesis.,Slugs: Extensible GR(1) Synthesis,Slugs: Extensible GR(1) Synthesis,"Rüdiger Ehlers, Vasumathi Raman","Rüdiger Ehlers, Vasumathi Raman","Rüdiger Ehlers, Vasumathi Raman",2,2,cav,2016,,,,"Slugs is presented, a generalized reactivity(1) synthesis tool that has a powerful plugin architecture for modifying any aspect of the synthesis process to fit the application.",Software Testing and Debugging Techniques,"Plug-in, Computer science, Implementation, Scalability, Extensibility, Resilience (materials science), Process (computing), Variety (cybernetics), Programming language, Distributed computing, Computer architecture, Theoretical computer science, Artificial intelligence, Software engineering, Database","Plug-in, Computer science, Implementation, Scalability, Extensibility, Resilience (materials science), Process (computing), Variety (cybernetics), Programming language, Distributed computing, Computer architecture, Theoretical computer science, Artificial intelligence, Software engineering, Database, Thermodynamics, Physics",12,0,False,1
2249,Synthesis of Fault-Attack Countermeasures for Cryptographic Circuits.,Synthesis of Fault-Attack Countermeasures for Cryptographic Circuits,Synthesis of Fault-Attack Countermeasures for Cryptographic Circuits,"Hassan Eldib, Meng Wu, Chao Wang","Hassan Eldib, Meng Wu, Chao Wang","Hassan Eldib, Meng Wu, Chao Wang",3,3,cav,2016,,,,"This paper proposes a method for synthesizing the countermeasure automatically to defend against FSA attacks, using a syntax-guided inductive synthesis procedure combined with a light-weight static analysis.",Cryptographic Implementations and Security,"Computer science, Cryptography, Countermeasure, Side channel attack, Cryptographic primitive, Embedded system, Electronic circuit, Set (abstract data type), Fault (geology), Computer engineering, Algorithm, Cryptographic protocol, Electrical engineering, Engineering","Computer science, Cryptography, Countermeasure, Side channel attack, Cryptographic primitive, Embedded system, Electronic circuit, Set (abstract data type), Fault (geology), Computer engineering, Algorithm, Cryptographic protocol, Electrical engineering, Engineering, Programming language, Aerospace engineering, Seismology, Geology",46,0,False,1
2250,Automated Circular Assume-Guarantee Reasoning with N-way Decomposition and Alphabet Refinement.,Automated Circular Assume-Guarantee Reasoning with N-way Decomposition and Alphabet Refinement,Automated Circular Assume-Guarantee Reasoning with N-way Decomposition and Alphabet Refinement,"Karam Abd Elkader, Orna Grumberg, Corina S. Păsăreanu, Sharon Shoham","Karam Abd Elkader, Orna Grumberg, Corina S. Păsăreanu, Sharon Shoham","Karam Abd Elkader, Orna Grümberg, Corina S. Păsăreanu, Sharon Shoham",4,4,cav,2016,,,,"A key feature of the framework is that the compositional rules that are used change dynamically with each iteration of the alphabet refinement, to only use assumptions that are relevant for the current alphabet, resulting in a smaller number of assumptions and smaller state spaces to analyze for each premise.",Formal Methods in Verification,"Soundness, Computer science, Counterexample, Completeness (order theory), Premise, Alphabet, Theoretical computer science, Key (lock), Model checking, Algorithm, Discrete mathematics, Mathematics, Programming language","Soundness, Computer science, Counterexample, Completeness (order theory), Premise, Alphabet, Theoretical computer science, Key (lock), Model checking, Algorithm, Discrete mathematics, Mathematics, Programming language, Linguistics, Philosophy, Mathematical analysis, Computer security",25,0,False,1
2252,Property Directed Equivalence via Abstract Simulation.,Property Directed Equivalence via Abstract Simulation,Property Directed Equivalence via Abstract Simulation,"Grigory Fedyukovich, Arie Gurfinkel, Natasha Sharygina","Grigory Fedyukovich, Arie Gurfinkel, Natasha Sharygina","Grigory Fedyukovich, Arie Gurfinkel, Natasha Sharygina",3,3,cav,2016,,,,"This work presents a novel approach for automated incremental verification that employs both reusable and relational specifications of software to incrementally verify pairs of programs with possibly nested loops, and is able to establish the property directed equivalence, confirming that the program Q is safe.",Formal Methods in Verification,"Equivalence (formal languages), Computer science, Abstraction, Property (philosophy), Equivalence relation, Software, Alpha (finance), Theoretical computer science, Key (lock), Programming language, Algorithm, Discrete mathematics, Mathematics, Operating system","Equivalence (formal languages), Computer science, Abstraction, Property (philosophy), Equivalence relation, Software, Alpha (finance), Theoretical computer science, Key (lock), Programming language, Algorithm, Discrete mathematics, Mathematics, Operating system, Statistics, Philosophy, Psychometrics, Construct validity, Epistemology",34,0,False,2
2253,Bounded Cycle Synthesis.,Bounded Cycle Synthesis,Bounded Cycle Synthesis,"Jaco van de Pol, Laure Petrucci, Jaime Arias, Étienne André","Bernd Finkbeiner, Felix Klein","Bernd Finkbeiner, Felix Klein",2,2,cav,2016,,,"We introduce a new approach for the synthesis of Mealy machines from specifications in linear-time temporal logic (LTL), where the number of cycles in the state graph of the implementation is limited by a given bound. Bounding the number of cycles leads to implementations that are structurally simpler and easier to understand. We solve the synthesis problem via an extension of SAT-based bounded synthesis, where we additionally construct a witness structure that limits the number of cycles. We also establish a triple-exponential upper and lower bound for the potential blow-up between the length of the LTL formula and the number of cycles in the state graph.","This work solves the synthesis of Mealy machines from specifications in linear-time temporal logic via an extension of SAT-based bounded synthesis, where it additionally constructs a witness structure that limits the number of cycles.",Formal Methods in Verification,"Computer science, Bounded function, Algorithm, Mathematics","Computer science, Bounded function, Algorithm, Mathematics, Mathematical analysis",20,0,False,4
2254,Combining Model Learning and Model Checking to Analyze TCP Implementations.,Combining Model Learning and Model Checking to Analyze TCP Implementations,Combining Model Learning and Model Checking to Analyze TCP Implementations,"Paul Fiterău-Broştean, Ramon Janssen, Frits Vaandrager","Paul Fiterău-Broştean, Ramon Janssen, Frits Vaandrager","Paul Fiterău-Broştean, Ramon Janssen, Frits Vaandrager",3,3,cav,2016,,,,This work uses model learning to infer models of different software components and then applies model checking to fully explore what may happen when these components interact.,Software Testing and Debugging Techniques,"Computer science, Implementation, Operating system, Learning curve, Model checking, Software, Programming language","Computer science, Implementation, Operating system, Learning curve, Model checking, Software, Programming language",48,0,False,3
2255,BDD-Based Boolean Functional Synthesis.,BDD-Based Boolean Functional Synthesis,BDD-Based Boolean Functional Synthesis,"Sayak Chakraborti, Paturi Varun Chowdhary, Kamalika Datta, Indranil Sengupta","Dror Fried, Lucas M. Tabajara, Moshe Y. Vardi","Dror Fried, Lucas M. Tabajara, Moshe Y. Vardi",3,3,cav,2016,,,,"This work looks at certain BDD structures called input-first, and proposes a technique called TrimSubstitute, tailored specifically for such structures, which scale well for benchmarks with good variable orders and significantly outperform current Boolean-synthesis techniques.",Formal Methods in Verification,"Binary decision diagram, Computer science, Boolean function, And-inverter graph, Boolean expression, Product term, Boolean circuit, Boolean algebra, Theoretical computer science, Boolean data type, Substitution (logic), Algorithm, Programming language, Two-element Boolean algebra, Mathematics, Algebra over a field","Binary decision diagram, Computer science, Boolean function, And-inverter graph, Boolean expression, Product term, Boolean circuit, Boolean algebra, Theoretical computer science, Boolean data type, Substitution (logic), Algorithm, Programming language, Two-element Boolean algebra, Mathematics, Algebra over a field, Filtered algebra, Pure mathematics",30,0,False,2
2256,XSat: A Fast Floating-Point Satisfiability Solver.,XSat: A Fast Floating-Point Satisfiability Solver,XSat: A Fast Floating-Point Satisfiability Solver,"Zhoulai Fu, Zhendong Su","Zhoulai Fu, Zhendong Su","Zhoulai Fu, Zhendong Su",2,2,cav,2016,,,,The Satisfiability Modulo Theory (SMT) problem over floating-point arithmetic is a major hurdle in applying SMT techniques to real-world floating- point code.,Formal Methods in Verification,"Satisfiability modulo theories, Computer science, Floating point, Satisfiability, Speedup, Solver, Boolean satisfiability problem, Algorithm, Theoretical computer science, Equivalence (formal languages), Point (geometry), Parallel computing, Programming language, Discrete mathematics, Mathematics","Satisfiability modulo theories, Computer science, Floating point, Satisfiability, Speedup, Solver, Boolean satisfiability problem, Algorithm, Theoretical computer science, Equivalence (formal languages), Point (geometry), Parallel computing, Programming language, Discrete mathematics, Mathematics, Geometry",37,0,False,3
2257,Model Checking at Scale: Automated Air Traffic Control Design Space Exploration.,Model Checking at Scale: Automated Air Traffic Control Design Space Exploration,Model Checking at Scale: Automated Air Traffic Control Design Space Exploration,"Marco Gario, Alessandro Cimatti, Cristian Mattarei, Stefano Tonetta, Kristin Yvonne Rozier","Marco Gario, Alessandro Cimatti, Cristian Mattarei, Stefano Tonetta, Kristin Yvonne Rozier","Marco Gario, Alessandro Cimatti, Cristian Mattarei, Stefano Tonetta, Kristin Yvonne Rozier",5,5,cav,2016,,,,"Many possible solutions, differing in the assumptions and implementations of the components in use, are usually in competition during early design stages, and model checking represents a possible way of comparing such designs.",Formal Methods in Verification,"Modular design, Implementation, Computer science, Parameterized complexity, Design space exploration, Set (abstract data type), Scale (ratio), Air traffic control, Distributed computing, Systems engineering, Software engineering, Engineering, Embedded system, Programming language, Algorithm, Aerospace engineering","Modular design, Implementation, Computer science, Parameterized complexity, Design space exploration, Set (abstract data type), Scale (ratio), Air traffic control, Distributed computing, Systems engineering, Software engineering, Engineering, Embedded system, Programming language, Algorithm, Aerospace engineering, Quantum mechanics, Physics",34,0,True,4
2260,A Simple Algorithm for Solving Qualitative Probabilistic Parity Games.,A Simple Algorithm for Solving Qualitative Probabilistic Parity Games,A Simple Algorithm for Solving Qualitative Probabilistic Parity Games,"Ernst Moritz Hahn, Sven Schewe, Andrea Turrini, Lijun Zhang","Ernst Moritz Hahn, Sven Schewe, Andrea Turrini, Lijun Zhang","Ernst Moritz Hahn, Sven Schewe, Andrea Turrini, Lijun Zhang",4,4,cav,2016,,,,"This paper exploits a simple and only mildly adjusted algorithm from the analysis of non-probabilistic systems, and uses it to show that the qualitative analysis of probabilistic games inherits the much celebrated sub-exponential complexity from 2-player games.",Formal Methods in Verification,"Probabilistic logic, Computer science, Exploit, Abstraction, Simple (philosophy), Theoretical computer science, Probabilistic analysis of algorithms, Construct (python library), Algorithm, Parity (physics), Property (philosophy), Artificial intelligence, Programming language","Probabilistic logic, Computer science, Exploit, Abstraction, Simple (philosophy), Theoretical computer science, Probabilistic analysis of algorithms, Construct (python library), Algorithm, Parity (physics), Property (philosophy), Artificial intelligence, Programming language, Physics, Epistemology, Particle physics, Computer security, Philosophy",39,0,False,4
2261,Learning-Based Assume-Guarantee Regression Verification.,Learning-Based Assume-Guarantee Regression Verification,Learning-Based Assume-Guarantee Regression Verification,"Fei He, Shu Mao, Bow-Yaw Wang","Fei He, Shu Mao, Bow-Yaw Wang","Fei He, Mao Shu, Bow-Yaw Wang",3,3,cav,2016,,,,A fine-grained learning technique to maximize the reuse of contextual assumptions and develops a regressional assume-guarantee verification approach for evolving systems.,Machine Learning and Algorithms,"Computer science, Reuse, Model checking, Artificial intelligence, Machine learning, Resource (disambiguation), Regression, Theoretical computer science","Computer science, Reuse, Model checking, Artificial intelligence, Machine learning, Resource (disambiguation), Regression, Theoretical computer science, Computer network, Psychology, Biology, Ecology, Psychoanalysis",0,0,False,2
2263,ParCoSS: Efficient Parallelized Compiled Symbolic Simulation.,ParCoSS: Efficient Parallelized Compiled Symbolic Simulation,ParCoSS: Efficient Parallelized Compiled Symbolic Simulation,"Vladimir Herdt, Hoang M. Le, Daniel Große, Rolf Drechsler","Vladimir Herdt, Hoang M. Le, Daniel Große, Rolf Drechsler","Vladimir Herdt, Hoang M. Le, Daniel Große, Rolf Drechsler",4,4,cav,2016,,,,"The tool ParCoSS is presented, based on the recently proposed Compiled Symbolic Simulation (CSS) technique, for verification of cooperative multithreading programs and employs parallelization to further speed-up the verification.",Parallel Computing and Optimization Techniques,"Computer science, Multithreading, Parallel computing, Symbolic execution, Symbolic data analysis, Programming language, Theoretical computer science, Thread (computing), Software","Computer science, Multithreading, Parallel computing, Symbolic execution, Symbolic data analysis, Programming language, Theoretical computer science, Thread (computing), Software",16,0,False,1
2267,"Fast, Flexible, and Minimal CTL Synthesis via SMT.","Fast, Flexible, and Minimal CTL Synthesis via SMT","Fast, Flexible, and Minimal CTL Synthesis via SMT","Tobias Klenze, Sam Bayless, Alan J. Hu","Tobias Klenze, Sam Bayless, Alan J. Hu","Tobias Klenze, Sam Bayless, Alan J. Hu",3,3,cav,2016,,,,"This work shows how to formulate CTL model checking in terms of “monotonic theories”, enabling it to use the SAT Modulo Monotonic Theories (SMMT) framework to build an efficient SAT-modulo-CTL solver.",Formal Methods in Verification,"Computer science, CTL*, Programming language, Operating system","Computer science, CTL*, Programming language, Operating system, Cytotoxic T cell, Biochemistry, Chemistry, In vitro",17,0,False,1
2268,Satisfiability Modulo Heap-Based Programs.,Satisfiability Modulo Heap-Based Programs,Satisfiability Modulo Heap-Based Programs,"Quang Loc Le, Jun Sun, Wei-Ngan Chin","Quang Loc Le, Jun Sun, Wei-Ngan Chin","Quang Loc Le, Jun Sun, Wei-Ngan Chin",3,3,cav,2016,,,,"A semi-decision procedure for a fragment of separation logic with user-defined predicates and Presburger arithmetic to check the satisfiability of a formula, which is further enhanced with automatically inferred invariants as well as detection of cyclic proof.","Logic, programming, and type systems","Heap (data structure), Computer science, Fragment (logic), Separation logic, Presburger arithmetic, Satisfiability, Decidability, Satisfiability modulo theories, Modulo, Programming language, Boolean satisfiability problem, Theoretical computer science, Algorithm, Discrete mathematics, Mathematics","Heap (data structure), Computer science, Fragment (logic), Separation logic, Presburger arithmetic, Satisfiability, Decidability, Satisfiability modulo theories, Modulo, Programming language, Boolean satisfiability problem, Theoretical computer science, Algorithm, Discrete mathematics, Mathematics",45,0,True,2
2270,Trigger Selection Strategies to Stabilize Program Verifiers.,Trigger Selection Strategies to Stabilize Program Verifiers,Trigger Selection Strategies to Stabilize Program Verifiers,"K. R. M. Leino, Clément Pit-Claudel","K. R. M. Leino, Clément Pit-Claudel","K. Rustan M. Leino, Clément Pit-Claudel",2,2,cav,2016,,,,"This paper identifies matching loops (ill-behaved quantifiers causing an SMT solver to repeatedly instantiate a small set of quantified formulas) as a significant contributor to these instabilities, and describes some techniques to detect and prevent them.",Security and Verification in Computing,"Computer science, Satisfiability modulo theories, Solver, Suite, Selection (genetic algorithm), Set (abstract data type), Matching (statistics), Programming language, Spurious relationship, Test suite, Core (optical fiber), Theoretical computer science, Test case, Artificial intelligence, Machine learning","Computer science, Satisfiability modulo theories, Solver, Suite, Selection (genetic algorithm), Set (abstract data type), Matching (statistics), Programming language, Spurious relationship, Test suite, Core (optical fiber), Theoretical computer science, Test case, Artificial intelligence, Machine learning, Telecommunications, Mathematics, Archaeology, History, Regression analysis, Statistics",31,0,False,3
