title,authors,authors_count_token,authors_count_numberic,abstracts,venue,year_token,year,primary_topic,keywords,Label
faithful differentiable reasoning reshuffled regionbased embeddings,aleksandar pavlovic emanuel sallinger steven schockaert,few_authors,0.30899710767568733,knowledge graph kg embedding methods learn geometric representations entities relations predict plausible missing knowledge representations typically assumed capture rulelike inference patterns however theoretical understanding inference patterns captured remains limited ideally kg embedding methods expressive enough set rules exist relation embeddings exactly capture rules principle studied within framework regionbased embeddings existing models severely limited kinds rule bases captured argue stems fact entity embeddings compared coordinatewise fashion alternative propose modelname simple model based ordering constraints faithfully capture much larger class rule bases existing approaches notably reshuffle capture bounded inference wrt arbitrary sets closed path rules entity embeddings framework learned graph neural network gnn effectively acts differentiable rule base,kr,year_post_2024,0.9722427416967726,advanced graph neural networks,embedding inference bounded function differentiable function simple philosophy rule inference graph,1
action language higherorder action observability,david buckingham matthias scheutz tran cao son francesco fabiano,many_authors,0.852405814277758,paper presents novel semantics epistemic action language takes consideration dynamic peragent observability events different original semantics observability events defined locally level possible worlds giving new method compiling event models locally defined observability represents agents uncertainty falsebeliefs others ability observe events allows modeling secondorder falsebelief tasks one agent know truth another agents observations resultant beliefs paper presents detailed constructions event models ontic sensing truthful announcement action occurrences proves various properties relating agents beliefs execution action also shows proposed approach model second order falsebelief tasks satisfies robustness faithfulness criteria discussed bolander 2018 httpsdoiorg10 100797833196286468,kr,year_post_2024,0.5681320666638986,multiagent systems negotiation,observability action physics order exchange computer science mathematics applied mathematics physics,2
dynamic epistemic logic asp updates application conditional planning,noauthor,no_author,-1.3212290121305246,noabstract,iclp,year_2020_2021,-1.0483106334675973,logic reasoning knowledge,epistemology computer science philosophy,3
using ontology analyze sentiment comments vietnamese social media,hamza fadul modwey eltyeb abd elgabar elsamani omotosho divya mittal anour riadsolh andry alamsyah anindia aulia,no_author,-1.3212290121305246,light rapid progress field information technology large volume digital information social media platforms application stores become rich reviews serving common source gathering opinions number fields especially field banking 1 order banks benefit opinions must analyze huge amount big data find many institutions including banking institutions nowadays one best modern branches machine learning using sentiment analysis technology also known opinion mining mainly analyze opinions customers determining whether opinion expressed document sentence positive negative neutral importance technology helps organizations brand owners reveal feelings opinions general public towards particular product service faster comprehensive credible way traditional questionnaires well researchers research fields making informed decisions backed data turn contributed improving decisionmaking process thus achieving maximum possible return investment paper aims conduct comprehensive survey recent studies use sentiment analysis technology analyze text bank customer comments order discuss tools used find results studies collected reliable sources google scholar others exclude studies text bank customer comments analyzed using different techniques sentiment analysis studies related study topic 2016 2022 accessed discussed,kr,year_post_2024,0.5681320666638986,sentiment analysis opinion mining,sentiment analysis computer science business data science natural language processing,5
generalizing level ranking constraints monotone convex aggregates,tomi janhunen,single_author,-0.7778203055284539,answer set programming asp answer sets capture solutions search problems interest thus efficient computation answer sets utmost importance one viable implementation strategy provided translationbased asp logic programs translated kr formalisms boolean satisfiability sat sat modulo theories smt mixedinteger programming mip consequently existing solvers harnessed computation answer sets many existing translations rely program completion level rankings capture minimality answer sets default negation properly work take level ranking constraints reconsideration aiming generalizations cover aggregatebased extensions asp systematic way applying number program transformations ranking constraints rewritten general form preserves structure monotone convex aggregates thus offers uniform basis incorporation translationbased asp results open new possibilities implementation translators solver pipelines practice,iclp,year_2022_2023,0.16402139163102464,logic reasoning knowledge,ranking information retrieval generalization computer science solver answer set programming satisfiability modulo theories theoretical computer science monotone polygon set abstract data type modulo programming language mathematics discrete mathematics artificial intelligence,1
framework conditional reasoning answer set programming,mario alviano laura giordano daniele theseider dupré,few_authors,0.30899710767568733,paper introduce conditional answer set programming framework conditional asp definition conditional extensions answer set programming asp approach builds conditional logic typicality combination conditional knowledge base asp program allows conditional reasoning answer sets program formalism relies multipreferential semantics klm preferential semantics special case conditional entailment encoded asp complexity upperbound provided,iclp,year_post_2024,0.9722427416967726,logic reasoning knowledge,answer set programming set abstract data type logic programming nonmonotonic logic conditional probability formalism music logical consequence,4
lp2pb translating answer set programs pseudoboolean theories,wolf de wulf bart bogaerts,few_authors,-0.2344115989263833,answer set programming asp wellestablished knowledge representation formalism asp solvers based extensions technology boolean satisfiability solving solvers shown successful many practical applications strength limited underlying proof system resolution paper present new tool lp2pb translates asp programs pseudoboolean theories solvers based stronger cutting plane proof system exist evaluate tool potential cuttingplanebased solving asp traditional asp benchmarks well benchmarks pseudoboolean solving results mixed overall traditional asp solvers still outperform translational approach several benchmark families identified balance shifts way thereby suggesting investigation stronger proof system asp valuable,iclp,year_2020_2021,-1.0483106334675973,logic reasoning knowledge,answer set programming set abstract data type representation politics benchmark surveying stable model semantics satisfiability boolean satisfiability problem,5
enhancing compilationbased asp solving,carmine dodaro giuseppe mazzotta francesco ricca,few_authors,0.30899710767568733,answer set programming asp widely recognized formalism knowledge representation reasoning traditional asp systems employ ground solve architecture subject grounding bottleneck ie variableelimination exhaust computational resources compilationbased approaches recently demonstrated grounding effectively bypassed compiling rules propagators simulate however compiling entire asp program always advantageous paper present program rewriting technique algorithm compilation grounding allow unrestricted blending grounding compilation implement techniques hybrid asp system compares favourably stateoftheart asp solvers established benchmarks,iclp,year_post_2024,0.9722427416967726,semantic web ontologies,computer science ground programming language engineering electrical engineering,5
quantified constraint handling rules,vincent barichard igor stéphan,few_authors,-0.2344115989263833,article qcsp quantified constraint satisfaction problems framework shifted qchr quantified constraint handling rules framework enabling dynamic generation quantifiers access userdefined constraints qcsp offers natural framework express pspace problems finite twoplayers games define qcsp model alternation quantifiers must formerly known built dynamically even worst case occur overcome issue new qchr formalism allows generate quantifiers dynamically solving defined qchr models exhibit stateoftheart performances priori fixed alternation quantifiers outperforms previous qcsp approaches generation quantifiers dynamic,iclp,year_2018_2019,-1.4524213085004714,constraint satisfaction optimization,constraint computeraided design computer science mathematics theoretical computer science algorithm,2
maspreduce proposal distributed computation stable models,marco de bortoli,single_author,-0.7778203055284539,answer set programming asp famous logic language knowledge representation really successful last years witnessed great interest development efficient solvers asp yet great request resources certain types problems planning ones still constitutes big limitation problem solving particularly case program grounded resolving phase exponential blow grounding generate huge ground file infeasible single machines limited resources thus preventing even discovering single nonoptimal solution address problem paper present distributed approach asp solving exploiting distributed computation benefits order overcome explained limitations presented tool called distributed answer set coloring dasc pure solver based wellknown graph coloring algorithm dasc part bigger project aiming bring logic programming distributed system started 2017 federico igne maspreduce continued 2018 pietro totis distributed grounder paper present low level implementation graph coloring algorithm via boost mpi libraries c finally provide results first working version tool moment without strong optimization heuristic,iclp,year_2018_2019,-1.8565319835333454,logic reasoning knowledge,computer science graph coloring solver answer set programming computation theoretical computer science graph set abstract data type heuristic distributed computing logic programming programming language artificial intelligence,1
embedding scasp prolog,mehul chandrakant solanki,single_author,-0.7778203055284539,thesis focuses combining two important wide spread declarative programming paradigms functional logic programming proposed approach aims adding logic programming features native prolog onto haskell develop extensions replicate target language utilizing advanced features host language efficient implementation thesis aims provide insights merging two declarative languages namely haskell prolog embedding latter former analyzing results two languages conflicting characteristics finished products something similar haskellised prolog logic programminglike capabilities leaf ii,iclp,year_2022_2023,-0.24008928340184937,logic programming type systems,haskell prolog programming language declarative programming computer science logic programming fifthgeneration programming language embedding functional logic programming programming paradigm inductive programming functional programming artificial intelligence,3
learning robust reward machines noisy labels,roko parać lorenzo nodari leo ardon daniel furelos-blanco federico cerutti alessandra russo,many_authors,1.9392232274818992,paper presents probirm approach learns robust reward machines rms reinforcement learning rl agents noisy execution traces key aspect rmdriven rl exploitation finitestate chine decomposes agents task different sub tasks probirm uses stateoftheart inductive logic pro gramming framework robust noisy examples learn rms noisy traces using bayesian posterior degree liefs thus ensuring robustness inconsistencies piv otal results interleaving rm learning policy learning new rm learned whenever rl agent generates trace believed accepted current rm speed training rl agent probirm employs probabilistic formulation reward shaping uses posterior bayesian beliefs derived traces experimental analysis shows probirm learn potentially imperfect rms noisy traces exploit train rl agent solve tasks success fully despite complexity learning rm noisy traces agents trained probirm perform comparably agents provided handcrafted rms,kr,year_post_2024,0.5681320666638986,fuzzy logic control systems,computer science artificial intelligence machine learning,2
strong equivalence lpmln programs,joohyung lee man luo,few_authors,-0.2344115989263833,lpmln probabilistic extension answer set programs weight scheme adapted markov logic study concept strong equivalence lpmln useful mathematical tool simplifying part lpmln program without looking rest show verification strong equivalence lpmln reduced equivalence checking classical logic via reduct choice rules well equivalence checking soft logic hereandthere result allows us leverage answer set solver lpmln strong equivalence checking study also suggests us reformulations lpmln semantics using choice rules logic hereandthere classical logic,iclp,year_2018_2019,-1.4524213085004714,logic reasoning knowledge,equivalence formal languages logical equivalence probabilistic logic stable model semantics formal equivalence checking answer set programming leverage statistics markov chain,1
dataset contractual events court decisions,robert m. guion,single_author,-0.7778203055284539,noabstract,iclp,year_2022_2023,0.16402139163102464,taxation legal issues,law economics economics,4
modeling solving graph synthesis problems using satencoded reachability constraints picat,neng-fa zhou,single_author,-0.7778203055284539,many constraint satisfaction problems involve synthesizing subgraphs satisfy certain reachability constraints paper presents programs picat four problems selected recent lpcp programming competitions programs demonstrate modeling capabilities picat language solving efficiency cuttingedge sat solvers empowered effective encodings,iclp,year_2020_2021,-0.6441999584347234,constraint satisfaction optimization,reachability constraint programming computer science constraint satisfaction problem constraint satisfaction graph enhanced data rates gsm evolution mathematical optimization theoretical computer science constraint computeraided design backtracking programming language mathematics artificial intelligence,1
smtbased constraint answer set solver ezsmt system description,yuting zhao,single_author,-0.7778203055284539,answer set programming asp constraintbased programming paradigm proposed recently ai researchers paradigm one solves problem encoding constraints logic program rules way solutions original problem correspond socalled answer sets logic program new programming paradigm found applications problems ranging combinatorial search problems graph coloring hamiltonian circuit problems product configuration data encryption problems dissertation make following two contributions new programming paradigm asp first propose implement new asp system using traditional sat propositional satisfiability solvers done translation logic programs sets clauses propositional logic experimental results show many benchmark domains system performs better existing specialized asp systems secondly study phase transition phenomenon randomly generated logic programs identify region class randomly generated logic programs logic programs hard existing asp systems,iclp,year_2016_2017,-2.6647533335990934,logic reasoning knowledge,answer set programming computer science satisfiability logic programming theoretical computer science constraint programming programming language boolean satisfiability problem propositional calculus constraint satisfaction mathematics artificial intelligence mathematical optimization,2
speech generative datalog nonmeasurable sets,rené l. schilling franziska kühn,no_author,-1.3212290121305246,noabstract,iclp,year_2020_2021,-0.6441999584347234,advanced algebra logic,computer science,2
knowledge graphs amp reasoning concert automating regulation corporate economics,pierre-antoine champin rigo wenning,no_author,-1.3212290121305246,chapter described semantic web stack comprehensive list open standards representing reasoning querying validating knowledge graphs described different projects relying standards build personal knowledge graphs allow seamlessly interoperate knowledge graphs web finally discussed related standards describing rules policies order express conditions information personal knowledge graphs shared others advent socalled data economy,iclp,year_post_2024,0.9722427416967726,personal information management user behavior,computer science interoperability digitization knowledge graph world wide web internet knowledge representation reasoning semantic web order exchange data science knowledge management information retrieval artificial intelligence business,2
copredication ontological mutability,mathias guenther,single_author,-0.7778203055284539,noabstract,kr,year_2022_2023,0.16402139163102464,religious studies spiritual practices,existentialism epistemology theme computing experiential learning ambiguity intersection aeronautics psychology sociology philosophy engineering computer science,2
fitting ontologies constraints relational structures,simon hosemann jean christoph jung carsten lutz sebastian rudolph,many_authors,0.852405814277758,study problem fitting ontologies constraints positive negative examples take form finite relational structure ontology constraint languages consider description logics el eli well several classes tuplegenerating dependencies tgds full guarded frontierguarded frontierone unrestricted tgds well inclusion dependencies pinpoint exact computational complexity design algorithms analyze size fitting ontologies tgds also investigate related problem constructing finite basis concept inclusions tgds given set finite structures finite bases exist el eli guarded tgds inclusion dependencies general exist full frontierguarded frontierone tgds,kr,year_post_2024,0.9722427416967726,semantic web ontologies,ontology set abstract data type constraint computeraided design relational database finite set description logic,5
translating plog lpmln lpod crprolog2 standard answer set programs,joohyung lee zhun yang,few_authors,-0.2344115989263833,logic programs ordered disjunction lpod extension standard answer set programs handle preference using construct ordered disjunction ampnbspand crprolog2 extension standard answer set programs consistency restoring rules lpodlike ordered disjunction present reductions languages standard asp language gives us alternative way understand extensions terms standard asp languageampnbsp,iclp,year_2018_2019,-1.8565319835333454,logic reasoning knowledge,extension predicate logic set abstract data type consistency knowledge bases construct python library preference computer science standard language programming language mathematics artificial intelligence linguistics statistics philosophy,2
property directed reachability planning revisited,ava clifton charles gretton,few_authors,-0.2344115989263833,property directed reachability pdr relatively new satbased search paradigm classical ai planning compared earlier satbased paradigms pdr proceeds without unrolling system transition function therefore without underlying procedure reason potentially computationally expensive multistep formulae maintaining queue obligations ie state timestep knowledge possible planning step pdr iteratively evaluates whether obligation progressed one step towards goal develop evaluate two new distributed pdr algorithms planning additionally implement serial portfolio pdr algorithms planning first consider distributed pdr planning first consider pdr based incremental sat solving setting first new algorithm pspdr evaluates many obligations independently parallel using pool incremental sat workers pspdr unique amongst distributed pdr algorithms centrally maintaining single queue obligations enabling efficient focused search compared pdr portfolio second new algorithm pdpdr sequences subproblems according compositional structure concrete problem hand subproblems solved independently parallel concrete plan obtained combining subproblem plans experimental evaluation exhibits strong runtime gains new algorithms satisfiable unsatisfiable planning benchmarks,kr,year_2022_2023,0.16402139163102464,aibased problem solving planning,reachability computer science queue mathematical optimization plan archaeology priority queue portfolio function biology property philosophy algorithm mathematics programming language,2
abstractions queries ontologybased data access,michel leclère marie-laure mugnier guillaume pérution-kihli,few_authors,0.30899710767568733,ontologybased data access obda multiple data sources integrated via mappings ontology consider obda setting based existential rules certain answer semantics address recent issue query abstraction consists abstracting data queries translating ontology layer since perfect abstraction may exist notions minimally complete maximally sound abstractions introduced study abstractions within extension ucqs limited form inequality special predicate marking database constants extension lead increased complexity problems interest able express minimally complete abstractions hence perfect abstractions exist also characterize maximally sound abstractions making new connection notion maximum recovery stemming data exchange,kr,year_post_2024,0.9722427416967726,semantic web ontologies,extension predicate logic predicate mathematical logic data access abstraction query language ontology data integrity soundness conjunctive query,4
mutex graphs multicliques reducing grounding size planning,david spies jia-huai you ryan hayward,few_authors,0.30899710767568733,present approach representing large sets mutual exclusions also known mutexes mutex constraints types constraints specify exclusion properties events processes ubiquitous many areas applications size constraints given problem overwhelming enough present bottleneck solving efficiency underlying solver paper propose novel graphtheoretic technique based multicliques compact representation mutex constraints apply domainindependent planning asp computing minimum multiclique covering mutex graph nphard propose efficient approximation algorithm multiclique covering show experimentally generates substantially smaller grounding size mutex constraints asp previously known work sat,iclp,year_2018_2019,-1.4524213085004714,aibased problem solving planning,semaphore mutual exclusion bottleneck graph representation politics operator biology,1
grounded fixpoints active integrity constraints,bart bogaerts joost vennekens marc denecker,few_authors,0.30899710767568733,algebraical fixpoint theory invaluable instrument studying semantics logics example major semantics logic programming autoepistemic logic default logic recently abstract argumentation shown induced different types fixpoints defined approximation fixpoint theory aft paper add new type fixpoint aft grounded fixpoint lattice operator l l defined lattice element x l ox x v l ov x v holds x v algebraical level show grounded fixpoints minimal fixpoints approximated wellfounded fixpoint stable fixpoints grounded logical level grounded fixpoints provide new mathematically simple compact type semantics logic possibly nonmonotone semantic operator explain intuition underlying semantics context logic programming pointing grounded fixpoints immediate consequence operator interpretations nontrivial unfounded sets also analyse complexity induced semantics summarised grounded fixpoint semantics new probably simplest compact element family semantics capture basic intuitions principles various nonmonotonic logics,iclp,year_2016_2017,-2.6647533335990934,logic reasoning knowledge,fixed point wellfounded semantics mathematics modal calculus operator biology logic programming discrete mathematics operational semantics computer science algebra field semantics computer science programming language pure mathematics denotational semantics multimodal logic description logic zerothorder logic mathematical analysis,2
computing hpartitions asp datalog,r. s. bird o. de moor,few_authors,-0.2344115989263833,abstract definition partition list division list nonempty contiguous segments many programming operations research problems specified terms list partitions present hierarchy theorems deriving programs specifications throughout reasoning conducted equational style using calculus program synthesis developed bird meertens,iclp,year_2022_2023,-0.24008928340184937,algorithms data compression,theory computation computer science partition number theory programming language hierarchy division mathematics theoretical computer science mathematics algebra field combinatorics arithmetic,3
mathematical foundations joining knowing common knowledge,marcos cramer samuele pollaci bart bogaerts,few_authors,0.30899710767568733,common knowledge knowing capture two intuitive natural notions proven useful variety settings example reason coordination agreement agents analyse knowledge knowledgebased agents two epistemic operators extensively studied isolation approaches made encode complex interplay failed capture essential properties knowing propose novel solution defining notion biworld countable ordinals approximates worlds agent deems possible also deemed impossible approach allows us define multiagent epistemic logic common knowledge knowing operators threevalued model semantics moreover show really need biworlds depth 1 based observation define kripke semantics canonical kripke structure show semantics coincides model semantics finally discuss issues arising combining negative introspection truthfulness knowing show positive introspection integrated logic,kr,year_2022_2023,0.16402139163102464,logic reasoning knowledge,introspection kripke structure semantics computer science computer science kripke semantics epistemic modal logic variety cybernetics artificial intelligence epistemology theoretical computer science multimodal logic description logic programming language temporal logic philosophy,5
normative model explanation binary classification legal ai implementation causal explanations answer set programming,haodi zhang,single_author,-0.7778203055284539,noabstract,iclp,year_2022_2023,-0.24008928340184937,multiagent systems negotiation,implementation answer set programming computer science action physics set abstract data type programming language cognitive science theoretical computer science epistemology psychology philosophy,5
solving assembly line workload smoothing problem via answer set programming,omar el-khatib,single_author,-0.7778203055284539,answer set programming asp new programming language paradigm combining declarative aspect nonmonotonic reasoning paper investigate evaluate application simple assembly line balancing problem answer set programming problem highly combinatorial generally solved specific programs present approach solve simple assembly line balancing problem answer set programming compare standard ones turns although answer set programming greatly simplifies problem statement comparable efficiency specialized programs,iclp,year_2020_2021,-1.0483106334675973,logic reasoning knowledge,answer set programming computer science simple philosophy inductive programming programming language set abstract data type declarative programming reactive programming programming paradigm statement logic procedural programming programming domain theoretical computer science,2
extending answer set programs neural networks,zhun yang,single_author,-0.7778203055284539,integration lowlevel perception highlevel reasoning one oldest problems artificial intelligence recently several proposals made implement reasoning process complex neural network architectures works aim extending neural networks capability reasoning natural question consider extend answer set programs neural networks allow complex highlevel reasoning neural network outputs preliminary result propose neurasp simple extension answer set programs embracing neural networks neural network outputs treated probability distributions atomic facts answer set programs show neurasp improve perception accuracy pretrained neural network also help train neural network better giving restrictions logic rules however training neurasp would take much time pure neural network training due internal use symbolic reasoning engine future work plan investigate potential ways solve scalability issue neurasp one potential way embed logic programs directly neural networks route plan first design sat solver using neural networks extend solver allow logic programs,iclp,year_2020_2021,-1.0483106334675973,logic reasoning knowledge,artificial neural network computer science artificial intelligence set abstract data type scalability nervous system network models process computing machine learning nonmonotonic logic types artificial neural networks time delay neural network programming language,5
singly exponential transformation ltlx f pure past ltl,alessandro artale luca geatti nicola gigante andrea mazzullo angelo montanari,many_authors,1.3958145208798287,confronting past hard true even linear temporal logic ltl interpreted either infinite finite traces faced problem transforming temporally future formula equivalent one contains past temporal modalities knowledge best among available pastification procedures full ltl well expressive enough fragments containing least one temporal modality tomorrow triply exponential size input paper focus fragment ltl features tomorrow eventually modalities provide singly exponential pastification algorithm transformation based normalisation procedure requires nontrivial complexity analysis subsequent generation pure past formula suitablydefined dependency tree structures moreover leveraging purely syntactic nature present implementation procedure temporal satisfiability checking tool deals future past modalities,kr,year_2022_2023,0.16402139163102464,formal methods verification,satisfiability fragment logic linear temporal logic transformation genetics computer science temporal logic modalities theoretical computer science focus optics algorithm exponential function modality humancomputer interaction model checking computation tree logic mathematics discrete mathematics programming language calculus dental artificial intelligence,1
epistemic theory deductive arguments,emiliano lorini,single_author,-0.7778203055284539,epistemic logic theory argumentation recently started interact despite central role epistemic view argument plays contemporary epistemology paper present novel epistemic language reasoning three types beliefs agents explicit belief plain implicit belief focused implicit belief use represent concept deductive argument elucidate connection concept belief language interpreted formal semantics relies belief bases semantics allows us naturally represent reasons agent believing something show closely related notion argument provide results expressiveness axiomatization decidability language,kr,year_post_2024,0.9722427416967726,logic reasoning knowledge,argumentation theory argument complex analysis decidability semantics computer science epistemic modal logic philosophy language philosophy science,5
statistical syllogistic tableaux,domenico cantone eugenio omodeo alberto policriti,few_authors,0.30899710767568733,noabstract,iclp,year_post_2024,0.5681320666638986,logic reasoning knowledge,tnorm fuzzy logics kripke semantics modal semantics computer science computer science syllogism relevance law mathematics epistemology calculus dental algebra field theoretical computer science pure mathematics philosophy artificial intelligence programming language description logic intermediate logic political science medicine,2
empowering public interest communication argumentation project report short paper,alejandra casas niño de rivera,single_author,-0.7778203055284539,long time since last reported activities pkps documentation interest group dig excited let know things weve worked new old,iclp,year_post_2024,0.9722427416967726,diverse scientific economic studies,documentation interest group group periodic table computer science chemistry political science programming language,1
hybrid answer set programming foundations applications,nicolas rühling,single_author,-0.7778203055284539,answer set programming asp powerful tool solving realworld problems however many problems involve numeric values complex constraints beyond capabilities standard asp solvers hybrid solvers like clingcon clingodl address using specialized methods specific constraints however solvers lack strong theoretical foundation issue first addressed introducing logic hereandthere constraints htc extension logic hereandthere ht nonmonotone extension equilibrium logic nowadays ht serves logical foundation asp facilitated broader understanding paradigm idea htc extensions play analogous role hybrid asp remain many open questions logics regarding fundamental characteristics well practical use solvers ie guide implementation formal understanding hybrid logics also needed better understand inherent structure realworld problems applied improve representations asp example application asp use product configuration,iclp,year_post_2024,0.5681320666638986,logic reasoning knowledge,answer set programming set abstract data type programming language computer science,5
natlog embedding logic programming python deeplearning ecosystem,paul tarau,single_author,-0.7778203055284539,driven expressiveness commonalities python pythonbased embedded logicbased language natlog design highlevel interaction patterns equivalent language constructs data types two sides directly connecting generators backtracking nested tuples terms coroutines firstclass logic engines reflection metainterpretation enable logicbased language constructs access full power python ecosystem show effectiveness design via natlog apps working orchestrators jax pytorch pipelines dcgdriven gpt3 dalle prompt generators keyphrases embedding logic programming python ecosystem highlevel interparadigm data exchanges coroutining logic engines logicbased neurosymbolic computing logic grammars promptgenerators large language models logicbased neural network configuration training,iclp,year_2022_2023,0.16402139163102464,logic programming type systems,python programming language programming language computer science logic programming embedding theoretical computer science artificial intelligence,5
probkanren simple probabilistic extension microkanren,rohit dhormare,single_author,-0.7778203055284539,abstract develop novel framework connecting quantum mechanics gravitational geometry deformation probability amplitudes inspired rohit dhormares geometric formulation probability gravitational fields reinterpret influence curvature probability within classical settings domain quantum amplitudes propose quantum probabilistic manifold spacetime curvature induces topological metric deformations hilbert space projections affecting interference measurement outcomes entropy formulation offers new pathways understanding quantum gravity decoherence information localization,iclp,year_2020_2021,-0.6441999584347234,noncommutative quantum gravity theories,extension predicate logic probabilistic logic quantum quantum gravity physics mathematics statistical physics geometry pure mathematics quantum mechanics computer science statistics,3
brief discussion credal semantics probabilistic answer set programs,damiano azzolini,single_author,-0.7778203055284539,pasta novel framework perform inference exact approximate probabilistic answer set programming credal semantics solve related tasks abduction decision theory maximum posteriori inference parameter learning moreover also allows expression statistical statements paper shows overall structure pasta tool well main options,iclp,year_2022_2023,0.16402139163102464,logic reasoning knowledge,computer science programming language,5
inductive learning declarative domainspecific heuristics asp,richard comploi-taupe,single_author,-0.7778203055284539,domainspecific heuristics crucial technique efficient solving problems large computationally hard answer set programming asp systems support declarative specifications domainspecific heuristics improve solving performance however heuristics must invented manually far inventing domainspecific heuristics answerset programs requires expertise domain consideration familiarity asp syntax semantics solving technology process inventing useful heuristics would highly profit automatic support paper presents novel approach automatic learning heuristics use inductive logic programming ilp learn declarative domainspecific heuristics examples stemming nearoptimal answer sets small representative problem instances experimental results indicate learned heuristics improve solving performance solution quality solving larger harder instances problem,iclp,year_2022_2023,0.16402139163102464,logic reasoning knowledge,heuristics computer science answer set programming domain mathematical analysis inductive logic programming set abstract data type artificial intelligence semantics computer science logic programming programming language theoretical computer science mathematics,4
qiana firstorder formalism quantify contexts formulas,simon coumes pierre-henri paris françois schwarzentruber fabian suchanek,many_authors,0.852405814277758,introduce qiana logic framework reasoning formulas true specific contexts qiana possible quantify formulas contexts express eg everyone knows everything alice says qiana also permits paraconsistent logics within contexts contexts contain contradictions furthermore qiana based firstorder logic finitely axiomatizable qiana theories compatible preexisting firstorder logic theorem provers show qiana used represent temporality event calculus modal logic also discuss different design alternatives qiana,kr,year_post_2024,0.5681320666638986,logic reasoning knowledge,formalism music modal paraconsistent logic temporality nonmonotonic logic normal modal logic algebra field modal logic,2
verifying generating robust plans planning tasks exogenous events,lukas chrpa erez karpas,few_authors,-0.2344115989263833,planning acting presence exogenous events brings number challenges events might modify environment without consent acting agent consequently agents plan might get disrupted agents goals might longer achievable worse agent might suffer damage eg damage robot although policies mapping states appropriate actions take describe theory agent act might difficult explain understand humans loop paper describe concept robust plans sequences actions successfully executed regardless event occurrence robust plans easier understand policies present two methods verifying whether sequence actions robust plan one based compilation classical planning based leveraging deleterelaxation also present method generating robust plans derived relaxation verification method methods evaluated three domains,kr,year_post_2024,0.5681320666638986,aibased problem solving planning,computer science programming language,2
probabilistic declarative process mining,anti alman fabrizio maria maggi marco montali rafael peñaloza,many_authors,0.852405814277758,noabstract,iclp,year_post_2024,0.9722427416967726,business process modeling analysis,probabilistic logic computer science process mining trace psycholinguistics event particle physics process computing context archaeology semantics computer science theoretical computer science probabilistic database constraint computeraided design programming language business process artificial intelligence machine learning data mining work process business process management relational database mathematics,4
revisiting inferential benchmarks knowledge graph completion,shuwen liu bernardo cuenca grau ian horrocks egor v. kostylev,many_authors,0.852405814277758,knowledge graph kg completion problem extending incomplete kg missing facts key feature machine learning approaches kg completion ability learn inference patterns predicted facts results applying patterns kg standard completion benchmarks however wellsuited evaluating models abilities learn patterns training test sets benchmarks random split given kg hence capture causality inference patterns propose novel approach designing kg completion benchmarks based following principles set logical rules missing facts results rules application training set includes premises matching rule antecedents corresponding conclusions test set consists results applying rules training set negative examples designed discourage models learning rules entailed rule set use methodology generate several benchmarks evaluate wide range existing kg completion systems results provide novel insights ability existing models induce inference patterns incomplete kgs,kr,year_2022_2023,0.16402139163102464,advanced graph neural networks,inference computer science machine learning set abstract data type artificial intelligence matching statistics graph causal inference rule inference key lock data mining test set theoretical computer science mathematics,4
platform introducing logic programming bulgarian secondary schools ideas intelligent data educational analysis system,veneta tabakova-komsalova ivan stoyanov george cholakov magdalena maglizhanova,many_authors,0.852405814277758,article proposes project aimed introducing secondary school students artificial intelligence logic programming using prolog language commemoration 50th anniversary prologs development authors participate international initiative prolog education thinking digital bulgaria prolog activity implemented bulgarian secondary schools article offers concise overview stem science technology engineering mathematics educational program training secondary school students bulgaria stem serves projectbased learning approach fostering students understanding multiple disciplines utilizing diverse technologies enhance skills additionally article showcases examples student initiatives spanning natural sciences informatics humanities culture art illustrating interdisciplinary nature stem education,iclp,year_post_2024,0.9722427416967726,online learning analytics,prolog logic programming computer science mathematics education programming language artificial intelligence mathematics,1
automated planning ontologies coherence update semantics,stefan borgwardt duy nhu gabriele röger,few_authors,0.30899710767568733,standard automated planning employs firstorder formulas closedworld semantics achieve goal given set actions initial state follow line research aims incorporate background knowledge automated planning problems example means ontologies usually interpreted openworld semantics present new approach planning dllite ontologies combines advantages ontologybased action conditions provided explicitinput knowledge action bases ekabs ontologyaware action effects coherence update semantics show complexity resulting formalism higher previous approaches provide implementation via polynomial compilation classical planning evaluation existing new benchmarks examines performance planning system different variants compilation,kr,year_post_2024,0.9722427416967726,aibased problem solving planning,formalism music semantics computer science coherence philosophical gambling strategy automated planning scheduling set abstract data type knowledge representation reasoning,5
blending grounding compilation efficient asp solving,carmine dodaro giuseppe mazzotta francesco ricca,few_authors,0.30899710767568733,answer set programming asp widely recognized formalism knowledge representation reasoning traditional asp systems employ ground solve architecture subject grounding bottleneck ie variableelimination exhaust computational resources compilationbased approaches recently demonstrated grounding effectively bypassed compiling rules propagators simulate however compiling entire asp program always advantageous paper present program rewriting technique algorithm compilation grounding allow unrestricted blending grounding compilation implement techniques hybrid asp system compares favourably stateoftheart asp solvers established benchmarks,kr,year_post_2024,0.5681320666638986,semantic web ontologies,computer science ground programming language engineering electrical engineering,4
