id,title,title_doiorg,title_openalex,authors,authors_doiorg,authors_openalex,authors_count_doiorg,authors_count_openalex,doi,venue,year,abstract_doiorg,abstract_openalex,primary_topic,keywords,concepts,Label
510,Exploring Neurosymbolic Systems in Answer Set Programming with an Application to Waste Water Monitoring.,Various Approaches to the Application of Answer Set Programming in Order-picking Systems with Intelligent Vehicles,Various Approaches to the Application of Answer Set Programming in Order-picking Systems with Intelligent Vehicles,"Steffen Schieweck, Gabriele Kern-Isberner, Michael ten Hompel","Steffen Schieweck, Gabriele Kern-Isberner, Michael ten Hompel","Steffen Schieweck, Gabriele Kern-Isberner, Michael ten Hompel",3,3,10.5220/0006489300250034,iclp,2025,,,Robotic Path Planning Algorithms,"Computer science, Answer set programming, Set (abstract data type), Order (exchange), Artificial intelligence, Programming language","Computer science, Answer set programming, Set (abstract data type), Order (exchange), Artificial intelligence, Programming language, Economics, Finance",5
451,On Simple Expectations and Observations of Intelligent Agents: A Complexity Study.,On Simple Expectations and Observations of Intelligent Agents: A Complexity Study,On Simple Expectations and Observations of Intelligent Agents: A Complexity Study,"Sourav Chakraborty, Avijeet Ghosh, Sujata Ghosh, François Schwarzentruber","Sourav Chakraborty, Avijeet Ghosh, Sujata Ghosh, François Schwarzentruber","Sourav Chakraborty, Avijeet Ghosh, Sujata Ghosh, François Schwarzentruber",4,4,10.24963/kr.2023/14,kr,2023,"<jats:p>Public observation logic (POL) reasons about agent expectations and agent observations in various real world situations. The expectations of agents take shape based on certain protocols about the world around and they remove those possible scenarios where their exceptions and observations do not match. This in turn influences the epistemic reasoning of these agents. In this work, we study the computational complexity of the satisfaction problems of various fragments of POL. In the process, we also highlight the inevitable link that these fragments have with the well-studied Public announcement logic.</jats:p>","Public observation logic (POL) reasons about agent expectations and agent observations in various real world situations. The expectations of agents take shape based on certain protocols about the world around and they remove those possible scenarios where their exceptions and observations do not match. This in turn influences the epistemic reasoning of these agents. In this work, we study the computational complexity of the satisfaction problems of various fragments of POL. In the process, we also highlight the inevitable link that these fragments have with the well-studied Public announcement logic.","Logic, Reasoning, and Knowledge","Simple (philosophy), Computer science, Process (computing), Computational complexity theory, Work (physics), Intelligent agent, Multi-agent system, Artificial intelligence, Algorithm, Epistemology, Engineering","Simple (philosophy), Computer science, Process (computing), Computational complexity theory, Work (physics), Intelligent agent, Multi-agent system, Artificial intelligence, Algorithm, Epistemology, Engineering, Mechanical engineering, Philosophy, Operating system",4
29,"Proceedings 38th International Conference on Logic Programming, ICLP 2022 Technical Communications / Doctoral Consortium, Haifa, Israel, 31st July 2022 - 6th August 2022.",Dynamic Logic. New Trends and Applications,Dynamic Logic. New Trends and Applications,,,"Carlos Areces, Diana Costa",0,2,10.1007/978-3-031-26622-5,iclp,2022,,,Advanced Algebra and Logic,Computer science,Computer science,1
134,Testing of Concurrent Programs.,Towards effective regression testing of concurrent programs,Towards effective regression testing of concurrent programs,Valerio Terragni,Valerio Terragni,Valerio Terragni,1,1,10.14711/thesis-b1778938,iclp,2016,,"Towards effective regression testing of concurrent programs by Valerio Terragni thesis 2017 xiii, 129 pages : illustrations ; 30 cm Rapid advances in multi-core chip technology have lead to pervasive adoption of shared-memory concurrent programming, where software is jointly executed…Read more ›",Software Testing and Debugging Techniques,"Computer science, Regression testing, Thread (computing), Guard (computer science), Synchronization (alternating current), Concurrency, Shared memory, Code (set theory), Software, Parallel computing, Programming language, Distributed computing, Software development, Software construction","Computer science, Regression testing, Thread (computing), Guard (computer science), Synchronization (alternating current), Concurrency, Shared memory, Code (set theory), Software, Parallel computing, Programming language, Distributed computing, Software development, Software construction, Set (abstract data type), Channel (broadcasting), Computer network",1
321,Determining Action Reversibility in STRIPS Using Answer Set Programming.,Determining Action Reversibility in STRIPS Using Answer Set and Epistemic Logic Programming,Determining Action Reversibility in STRIPS Using Answer Set and Epistemic Logic Programming,"WOLFGANG FABER, MICHAEL MORAK, LUKÁŠ CHRPA","WOLFGANG FABER, MICHAEL MORAK, LUKÁŠ CHRPA","Wolfgang Faber, Michael Morak, Lukáš Chrpa",3,3,10.1017/s1471068421000429,iclp,2020,"<jats:title>Abstract</jats:title><jats:p>In the context of planning and reasoning about actions and change, we call an action reversible when its effects can be reverted by applying other actions, returning to the original state. Renewed interest in this area has led to several results in the context of the PDDL language, widely used for describing planning tasks. In this paper, we propose several solutions to the computational problem of deciding the reversibility of an action. In particular, we leverage an existing translation from PDDL to Answer Set Programming (ASP), and then use several different encodings to tackle the problem of action reversibility for the STRIPS fragment of PDDL. For these, we use ASP, as well as Epistemic Logic Programming (ELP), an extension of ASP with epistemic operators, and compare and contrast their strengths and weaknesses.</jats:p>","Abstract In the context of planning and reasoning about actions and change, we call an action reversible when its effects can be reverted by applying other actions, returning to the original state. Renewed interest in this area has led to several results in the context of the PDDL language, widely used for describing planning tasks. In this paper, we propose several solutions to the computational problem of deciding the reversibility of an action. In particular, we leverage an existing translation from PDDL to Answer Set Programming (ASP), and then use several different encodings to tackle the problem of action reversibility for the STRIPS fragment of PDDL. For these, we use ASP, as well as Epistemic Logic Programming (ELP), an extension of ASP with epistemic operators, and compare and contrast their strengths and weaknesses.","Logic, Reasoning, and Knowledge","Answer set programming, Leverage (statistics), Computer science, Logic programming, Context (archaeology), Set (abstract data type), Programming language, Action (physics), Action theory (sociology), Artificial intelligence, Theoretical computer science, Epistemology","Answer set programming, Leverage (statistics), Computer science, Logic programming, Context (archaeology), Set (abstract data type), Programming language, Action (physics), Action theory (sociology), Artificial intelligence, Theoretical computer science, Epistemology, Quantum mechanics, Biology, Physics, Paleontology, Philosophy",3
171,Domain-Independent Instance Generation for Classical Planning.,Domain-Independent Instance Generation for Classical Planning,Domain-Independent Instance Generation for Classical Planning,"Claudia Grundke, Malte Helmert, Gabriele Röger","Claudia Grundke, Malte Helmert, Gabriele Röger","Claudia Grundke, Malte Helmert, Gabriele Röger",3,3,10.24963/kr.2025/77,kr,2025,"<jats:p>Learning-based planning systems learn domain-specific knowledge that helps them to solve unseen tasks from the same planning domain. For this purpose they require a diverse set of training instances. A recent proposal for formal specifications of planning domains allows us to exactly characterize which instances are legal for a domain. We automatically generate planning tasks from such formal specifications by means of a translation to answer set programming. We experimentally examine the scalability of the approach and the suitability for learning-based planning, following the setup of the learning track of the International Planning Competition.</jats:p>","Learning-based planning systems learn domain-specific knowledge that helps them to solve unseen tasks from the same planning domain. For this purpose they require a diverse set of training instances. A recent proposal for formal specifications of planning domains allows us to exactly characterize which instances are legal for a domain. We automatically generate planning tasks from such formal specifications by means of a translation to answer set programming. We experimentally examine the scalability of the approach and the suitability for learning-based planning, following the setup of the learning track of the International Planning Competition.",AI-based Problem Solving and Planning,"Automated planning and scheduling, Set (abstract data type), Scalability, Business system planning, Translation (biology), Plan (archaeology)","Computer science, Automated planning and scheduling, Set (abstract data type), Artificial intelligence, Scalability, Business system planning, Translation (biology), Plan (archaeology), Knowledge-based systems, Formal methods, Knowledge representation and reasoning, Task (project management), Scale (ratio), Formal specification, Software engineering, Machine learning",5
357,On Teaching Constraint-based Modeling and Algorithms for Decision Support in Prolog.,Modeling constraint-based negotiating agents,Modeling constraint-based negotiating agents,"Huaiqing Wang, Stephen Liao, Lejian Liao","Huaiqing Wang, Stephen Liao, Lejian Liao","Huaiqing Wang, Stephen Shaoyi Liao, Lejian Liao",3,3,10.1016/s0167-9236(01)00138-5,iclp,2024,,,Multi-Agent Systems and Negotiation,"Negotiation, Computer science, Knowledge management, Process management, Constraint (computer-aided design), Hierarchy, Decision support system, Time constraint, Process (computing), Management science, Constraint satisfaction, Operations research, Artificial intelligence, Business, Engineering, Economics, Programming language, Political science","Negotiation, Computer science, Knowledge management, Process management, Constraint (computer-aided design), Hierarchy, Decision support system, Time constraint, Process (computing), Management science, Constraint satisfaction, Operations research, Artificial intelligence, Business, Engineering, Economics, Programming language, Political science, Law, Mechanical engineering, Market economy, Probabilistic logic",4
13,Relational Graph Convolutional Networks Do Not Learn Sound Rules.,Relational Graph Convolutional Networks Do Not Learn Sound Rules,Relational Graph Convolutional Networks Do Not Learn Sound Rules,"Matthew Morris, David J. Tena Cucala, Bernardo Cuenca Grau, Ian Horrocks","Matthew Morris, David J. Tena Cucala, Bernardo Cuenca Grau, Ian Horrocks","Matthew Morris, David J. Tena Cucala, Bernardo Cuenca Grau, Ian Horrocks",4,4,10.24963/kr.2024/84,kr,2024,"<jats:p>Graph neural networks (GNNs) are frequently used to predict missing facts in knowledge graphs (KGs). Motivated by the lack of explainability for the outputs of these models, recent work has aimed to explain their predictions using Datalog, a widely used logic-based formalism. However, such work has been restricted to certain subclasses of GNNs. In this paper, we consider one of the most popular GNN architectures for KGs, R-GCN, and we provide two methods to extract rules that explain its predictions and are sound, in the sense that each fact derived by the rules is also predicted by the GNN, for any input dataset. Furthermore, we provide a method that can verify that certain classes of Datalog rules are not sound for the R-GCN. In our experiments, we train R-GCNs on KG completion benchmarks, and we are able to verify that no Datalog rule is sound for these models, even though the models often obtain high to near-perfect accuracy. This raises some concerns about the ability of R-GCN models to generalise and about the explainability of their predictions. We further provide two variations to the training paradigm of R-GCN that encourage it to learn sound rules and find a trade-off between model accuracy and the number of learned sound rules.</jats:p>","Graph neural networks (GNNs) are frequently used to predict missing facts in knowledge graphs (KGs). Motivated by the lack of explainability for the outputs of these models, recent work has aimed to explain their predictions using Datalog, a widely used logic-based formalism. However, such work has been restricted to certain subclasses of GNNs. In this paper, we consider one of the most popular GNN architectures for KGs, R-GCN, and we provide two methods to extract rules that explain its predictions and are sound, in the sense that each fact derived by the rules is also predicted by the GNN, for any input dataset. Furthermore, we provide a method that can verify that certain classes of Datalog rules are not sound for the R-GCN. In our experiments, we train R-GCNs on KG completion benchmarks, and we are able to verify that no Datalog rule is sound for these models, even though the models often obtain high to near-perfect accuracy. This raises some concerns about the ability of R-GCN models to generalise and about the explainability of their predictions. We further provide two variations to the training paradigm of R-GCN that encourage it to learn sound rules and find a trade-off between model accuracy and the number of learned sound rules.",Music and Audio Processing,"Computer science, Graph, Relational database, Theoretical computer science, Artificial intelligence, Information retrieval","Computer science, Graph, Relational database, Theoretical computer science, Artificial intelligence, Information retrieval",4
417,On the Correspondence Between Monotonic Max-Sum GNNs and Datalog.,On the Correspondence Between Monotonic Max-Sum GNNs and Datalog,On the Correspondence Between Monotonic Max-Sum GNNs and Datalog,"David Tena Cucala, Bernardo Cuenca Grau, Boris Motik, Egor V. Kostylev","David Tena Cucala, Bernardo Cuenca Grau, Boris Motik, Egor V. Kostylev","David J. Tena Cucala, Bernardo Cuenca Grau, Boris Motik, Egor V. Kostylev",4,4,10.24963/kr.2023/64,kr,2023,"<jats:p>Although there has been significant interest in applying machine learning techniques to structured data, the expressivity (i.e., a description of what can be learned) of such techniques is still poorly understood. In this paper, we study data transformations based on graph neural networks (GNNs). First, we note that the choice of how a dataset is encoded into a numeric form processable by a GNN can obscure the characterisation of a model's expressivity, and we argue that a canonical encoding provides an appropriate basis. Second, we study the expressivity of monotonic max-sum GNNs, which cover a subclass of GNNs with max and sum aggregation functions. We show that, for each such GNN, one can compute a Datalog program such that applying the GNN to any dataset produces the same facts as a single round of application of the program's rules to the dataset. Monotonic max-sum GNNs can sum an unbounded number of feature vectors which can result in arbitrarily large feature values, whereas rule application requires only a bounded number of constants. Hence, our result shows that the unbounded summation of monotonic max-sum GNNs does not increase their expressive power. Third, we sharpen our result to the subclass of monotonic max GNNs, which use only the max aggregation function, and identify a corresponding class of Datalog programs.</jats:p>","Although there has been significant interest in applying machine learning techniques to structured data, the expressivity (i.e., a description of what can be learned) of such techniques is still poorly understood. In this paper, we study data transformations based on graph neural networks (GNNs). First, we note that the choice of how a dataset is encoded into a numeric form processable by a GNN can obscure the characterisation of a model's expressivity, and we argue that a canonical encoding provides an appropriate basis. Second, we study the expressivity of monotonic max-sum GNNs, which cover a subclass of GNNs with max and sum aggregation functions. We show that, for each such GNN, one can compute a Datalog program such that applying the GNN to any dataset produces the same facts as a single round of application of the program's rules to the dataset. Monotonic max-sum GNNs can sum an unbounded number of feature vectors which can result in arbitrarily large feature values, whereas rule application requires only a bounded number of constants. Hence, our result shows that the unbounded summation of monotonic max-sum GNNs does not increase their expressive power. Third, we sharpen our result to the subclass of monotonic max GNNs, which use only the max aggregation function, and identify a corresponding class of Datalog programs.",Advanced Graph Neural Networks,"Datalog, Monotonic function, Computer science, Bounded function, Class (philosophy), Inductive logic programming, Function (biology), Theoretical computer science, Feature (linguistics), Discrete mathematics, Artificial intelligence, Algorithm, Mathematics","Datalog, Monotonic function, Computer science, Bounded function, Class (philosophy), Inductive logic programming, Function (biology), Theoretical computer science, Feature (linguistics), Discrete mathematics, Artificial intelligence, Algorithm, Mathematics, Mathematical analysis, Biology, Philosophy, Linguistics, Evolutionary biology",4
404,Contracted Temporal Equilibrium Logic.,Contracted Temporal Equilibrium Logic,Contracted Temporal Equilibrium Logic,"Pedro Cabalar, Thomas Eiter, Davide Soldà","Pedro Cabalar, Thomas Eiter, Davide Soldà","Pedro Cabalar, Thomas Eiter, Davide Soldà",3,3,10.24963/kr.2024/21,kr,2024,"<jats:p>The stable model semantics of logic programs has been characterized by Equilibrium Logic, which is a non-monotonic formalism that selects models from the (monotonic) intermediate logic of Here-and-There. It provides stable models for arbitrary propositional formulas and has been fruitfully extended to different modal languages. Among them are theories in the syntax of Linear-Time Temporal Logic (LTL), giving rise to Temporal Equilibrium logic (TEL) based on Temporal Here-and-There (THT). In TEL, models are selected that minimize truth among THT traces of the same length.  In this paper, we consider a selection that in addition may reduce the number of transitions in a trace, intuitively forming a contraction of it. We thus introduce contracted THT and contracted TEL on top of a model selection on a logical basis. The resulting c-stable models can be viewed as stable models in TEL that can not be summarized into a smaller trace. We illustrate contraction on several examples related to logic programming and explore several properties, like the relation to TEL and LTL, and in particular the connection to the LTL property of stuttering.</jats:p>","The stable model semantics of logic programs has been characterized by Equilibrium Logic, which is a non-monotonic formalism that selects models from the (monotonic) intermediate logic of Here-and-There. It provides stable models for arbitrary propositional formulas and has been fruitfully extended to different modal languages. Among them are theories in the syntax of Linear-Time Temporal Logic (LTL), giving rise to Temporal Equilibrium logic (TEL) based on Temporal Here-and-There (THT). In TEL, models are selected that minimize truth among THT traces of the same length. In this paper, we consider a selection that in addition may reduce the number of transitions in a trace, intuitively forming a contraction of it. We thus introduce contracted THT and contracted TEL on top of a model selection on a logical basis. The resulting c-stable models can be viewed as stable models in TEL that can not be summarized into a smaller trace. We illustrate contraction on several examples related to logic programming and explore several properties, like the relation to TEL and LTL, and in particular the connection to the LTL property of stuttering.","Logic, Reasoning, and Knowledge","Computer science, Temporal logic, Programming language","Computer science, Temporal logic, Programming language",3
481,Improving Candidate Quality of Probabilistic Logic Models.,"Logic and Probabilistic Models of Risk in Banks, Business and Quality","Logic and Probabilistic Models of Risk in Banks, Business and Quality",Alex M. Andrew,Alex M. Andrew,Alex M. Andrew,1,1,10.1108/k.2000.06729iae.003,iclp,2018,,,Organizational Management and Leadership,"Probabilistic logic, Computer science, Quality (philosophy), Cybernetics, Probabilistic argumentation, Artificial intelligence, Risk analysis (engineering), Business, Epistemology","Probabilistic logic, Computer science, Quality (philosophy), Cybernetics, Probabilistic argumentation, Artificial intelligence, Risk analysis (engineering), Business, Epistemology, Philosophy",3
74,Extracting Policies from Quantified Answer Set Programs.,Extracting Policies from Quantified Answer Set Programs,Extracting Policies from Quantified Answer Set Programs,"Martín Diéguez, Igor Stéphan","Martín Diéguez, Igor Stéphan","Martín Diéguez, Igor Stéphan",2,2,10.4204/eptcs.439.16,iclp,2025,,"Quantified Answer Set Programming (QASP) extends Answer Set Programming (ASP) by allowing quantification over propositional variables, similar to Quantified Boolean Formulas (QBF). In this paper, we interpret models of QASP formulas in terms of policies, which represent decision-making strategies that determine how existentially quantified variables should be assigned, given the conditions set by universally quantified variables. As a main contribution, we present an algorithm for policy extraction under QASP semantics, inspired by the Equilibrium Logic semantics for general ASP theories.","Logic, Reasoning, and Knowledge","Answer set programming, Stable model semantics, Set (abstract data type), Semantics (computer science), Propositional calculus, Propositional variable, Logic programming, Propositional formula","Answer set programming, Stable model semantics, Set (abstract data type), Semantics (computer science), Computer science, Propositional calculus, Propositional variable, Theoretical computer science, Programming language, Logic programming, Mathematics, Artificial intelligence, Propositional formula, Set theory, Automated reasoning, Logic program, Model checking, True quantified Boolean formula, Boolean data type, Circumscription, Algorithm, Non-monotonic logic, Disjunctive normal form",5
361,On Combining Collective Entity Resolution and Repairing (Extended Abstract).,REPLACE: A Logical Framework for Combining Collective Entity Resolution and Repairing,REPLACE: A Logical Framework for Combining Collective Entity Resolution and Repairing,"Meghyn Bienvenu, Gianluca Cima, Víctor Gutiérrez-Basulto","Meghyn Bienvenu, Gianluca Cima, Víctor Gutiérrez-Basulto","Meghyn Bienvenu, Gianluca Cima, Víctor Gutiérrez-Basulto",3,3,10.24963/ijcai.2023/349,kr,2023,"<jats:p>This paper considers the problem of querying dirty databases, which may contain both erroneous facts and multiple names for the same entity. While both of these data quality issues have been widely studied in isolation, our contribution is a holistic framework for jointly deduplicating and repairing data. Our REPLACE framework follows a declarative approach, utilizing logical rules to specify under which conditions a pair of entity references can or must be merged and logical constraints to specify consistency requirements. The semantics defines a space of solutions, each consisting of a set of merges to perform and a set of facts to delete, which can be further refined by applying optimality criteria. As there may be multiple optimal solutions, we use classical notions of possible and certain query answers to reason over the alternative solutions, and introduce a novel notion of most informative answer to obtain a more compact presentation of query results. We perform a detailed analysis of the data complexity of the central reasoning tasks of recognizing optimal solutions and (most informative) possible and certain answers, for each of the three notions of optimal solution and for both general and restricted specifications.</jats:p>","This paper considers the problem of querying dirty databases, which may contain both erroneous facts and multiple names for the same entity. While both of these data quality issues have been widely studied in isolation, our contribution is a holistic framework for jointly deduplicating and repairing data. Our REPLACE framework follows a declarative approach, utilizing logical rules to specify under which conditions a pair of entity references can or must be merged and logical constraints to specify consistency requirements. The semantics defines a space of solutions, each consisting of a set of merges to perform and a set of facts to delete, which can be further refined by applying optimality criteria. As there may be multiple optimal solutions, we use classical notions of possible and certain query answers to reason over the alternative solutions, and introduce a novel notion of most informative answer to obtain a more compact presentation of query results. We perform a detailed analysis of the data complexity of the central reasoning tasks of recognizing optimal solutions and (most informative) possible and certain answers, for each of the three notions of optimal solution and for both general and restricted specifications.",Data Quality and Management,"Computer science, Consistency (knowledge bases), Set (abstract data type), Semantics (computer science), Resolution (logic), Isolation (microbiology), Theoretical computer science, Logical consequence, Space (punctuation), Logical framework, Artificial intelligence, Programming language","Computer science, Consistency (knowledge bases), Set (abstract data type), Semantics (computer science), Resolution (logic), Isolation (microbiology), Theoretical computer science, Logical consequence, Space (punctuation), Logical framework, Artificial intelligence, Programming language, Biology, Operating system, Microbiology",3
